playername|playerid
Brendan Mccurry|sa829486
Omar Luis|sa740520
Dylan Thompson|sa875029
Jaye Chapman|9096
Drasen Johnson|sa875807
Odalvi Javier|sa877574
Troy Patton|8368
Pat Goetze|sa738640
Erik Johnson|12520
Jorge Ortega|sa597019
Alexander Calderon|sa828224
Vance Worley|6435
Sean Newcomb|sa709548
Barret Loux|sa392162
Tanner Mendonca|sa738143
Adam Plutko|sa548327
Jeremy Horst|596
Tyler Glasnow|sa597835
Aaron Nola|16149
Kyle Zimmer|sa621583
Jose Valverde|1726
Ryan O'Sullivan|sa455098
Geral Silva|sa658471
Michel Martinez|sa872799
Jake Woodford|sa874753
Joselo Pinales|sa737229
Carlos Hiraldo|sa828141
Josbel Coroba|sa828399
Nicco Blank|sa829360
Scott Brattvet|sa737916
Ronald Guedez|sa737485
Kurtis Horne|sa829548
Victor Garcia|sa873197
Yeury Colon|sa875300
Ernesto Frieri|5178
Matt Grace|11449
Ariel Gracia|sa657629
Luke Bard|sa501941
Cody Reed|sa737542
Andri Rondon|sa830157
Anyelo Gomez|sa737475
Adam Mccreery|sa599173
Duane Underwood|sa657936
Moreno Polanco|sa829888
Joseph Biagini|sa599307
Josh Sborz|sa827472
Ivan Salas|sa509785
Chuck Weaver|sa888170
Victor Romero|sa828748
Jay Jackson|7432
Ian Oxnevad|sa875209
Joeanthony Rivera|sa876126
Chris Flexen|sa658306
Christian Meister|sa875992
Chaz Roe|9866
Kyle Hooper|sa502347
Matt Pearce|sa829078
Josh Lueke|5722
Cody Clark|sa830371
Tyler Mahle|sa737914
Corey Williams|sa597867
Edgardo Hernandez|sa735829
Brian Ellington|17233
Amir Garrett|sa599236
Felix Doubront|1478
Eduardo Paredes|sa657128
Daniel Alvarez|sa828462
Yoanner Negrin|sa608348
Yohander Mendez|sa657666
A.J. Morris|sa501212
Luis Severino|15890
Cale Coshow|sa738313
Casey Meisner|sa737630
James Russell|4089
Trey Haley|sa456039
Jadison Jimenez|sa657419
Ariel Jurado|sa737364
Rolando Calvo|sa828137
Brusdar Graterol|sa873310
Cory Taylor|sa875205
Brad Schreiber|sa503433
Jose Nova|sa828725
Jeff Walters|sa328221
Robert Coles|sa738402
Tyson Perez|sa598434
Will Changarotty|sa737567
Josh Wall|4436
Enrique Perez|sa828529
Colton Cross|sa876066
Chris Cotton|sa737947
Ryan Chaffee|sa454506
Jherson Esqueda|sa737265
Christopher Madera|sa874463
Felix Viloria|sa828561
Greyfer Eregua|sa659746
Richard Rodriguez|sa548063
Josh Staumont|sa857581
Chad Kuhl|sa737891
Julin Jimenez|sa829885
Zack Weiss|sa548466
Clay Holmes|sa598167
Melvin Adon|sa873314
Miguel Socolovich|6697
Justin Jacome|sa857591
Scott Weathersby|sa875241
Stephen Tarpley|sa598104
Tayler Saucedo|sa875298
Spenser Watkins|sa829520
Daniel Savas|sa827494
Francisco Perez|sa872785
Greg Nappo|sa599112
Andy Ferguson|sa598931
Steve Ascher|sa829225
Richie Tate|sa549135
Tyler Jones|sa549495
Raffi Vizcaino|sa736742
Tripp Davis|sa739650
Yonelvy Pichardo|sa828859
Gabriel Vizcaino|sa828372
Mario Mendoza|sa198436
Calvin Drummond|sa580426
Ivan Andueza|sa737194
Albert Abreu|sa828366
Manaure Martinez|sa596321
MJ Villegas|sa738281
Antonio Senzatela|sa657576
Jose Vasquez|sa871767
Jonathan Holder|sa709534
Zach Varela|sa829380
Miguel Rosario|sa659903
Dean Kiekhefer|sa526393
Adam Conley|14457
Heath Bowers|sa875407
Trevor Belicek|sa875674
Emilio Pagan|sa737885
Brian Johnson|14272
Eric Sim|sa549774
Ronald Medrano|sa737377
Luis Ramirez|sa547850
Joel Garcia|sa658470
Logan Mcgranahan|sa829385
Jose De Leon|sa873719
Max Wotell|sa874995
Kyle Bird|sa829691
Edgmer Escalona|8574
Francisco Cruceta|2104
Williams Jerez|sa597797
Adam Dian|sa838028
Javier Navas|sa879107
Eury Sanchez|sa657489
Tony Pena Jr.|2240
Rodolfo Martinez|sa206642
Tyler Duffey|13758
Silfredo Garcia|sa546464
David Buchanan|11176
Jesus Arias|sa657832
Yostty Vargas|sa872880
Nick Fanti|sa876058
Jimmy Cordero|sa680023
Gilbert Chu|sa873302
Matt Crouse|sa577832
Dennys Reyes|444
Scott Alexander|10591
Isaac Padilla|sa828717
Ryan Milton|sa875383
Jonathan Martinez|sa600287
Jose Torres|sa597250
Randy Alcantara|sa830622
Angel Heredia|sa507201
Cesar Rosado|sa873321
Hassan Pena|sa327740
Guido Knudson|12669
Jeffrey Ames|sa503692
Merandy Gonzalez|sa737381
Greg Harris|sa738173
Richard Bleier|sa454724
Ryan Brasier|5615
Juan Jimenez|sa597161
Jordan Hillyer|sa658507
Carlos Hernandez|sa827961
Francisco German|sa828467
Bringnel Mendez|sa873208
Jarrett Grube|7553
Dominic Moreno|sa827405
Ben Meyer|sa827392
Nick Travieso|sa657906
Austen Williams|sa829032
Randy Wolf|976
Andy Otero|sa506550
Hunter Wood|sa658913
Sal Mendez|sa739012
Cy Sneed|sa599742
Jose Urena|11589
Matthew Strahm|sa658557
Eric Peterson|sa829747
Ian Mckinney|sa738318
Jorge Oviedo|sa828515
Filyer Sanchez|sa872848
A.J. Vanegas|sa548360
Andury Acevedo|sa395471
Geury Ortiz|sa872734
Trey Nielsen|sa550155
Angel Perdomo|sa658084
Kyle Kaminska|sa392170
Josh Graham|sa658525
Jacob Kopra|sa830304
Brad Keller|sa737865
Jake Paulson|sa829444
Oscar Tovar|sa873186
Gerwins Velasco|sa504715
Mike Hepple|sa829930
Michael Ynoa|sa549595
Joe Ross|12972
Tom Jameson|sa739877
Mat Batts|sa829200
Anderson Severino|sa838671
Celis Flames|sa873318
Jeffrey Springs|sa876019
Jharel Cotton|sa599378
Francisco Taveras|sa828509
Stephen Johnson|sa658027
Frank Encarnacion|sa828541
Mark Williams|sa609344
A.J. Achter|11387
J.T. Chargois|sa621373
Dylan Cease|sa829000
Kelvin Rodriguez|sa877674
Miles Nordgren|sa829347
Zach Lee|11468
Greg Burke|6282
Evan Rutckyj|sa549263
J.D. Underwood|sa738317
Anjul Hernandez|sa735868
Joshua James|sa829673
Alex Reyes|sa739551
Kelvin Marte|sa455682
Michael Kopech|sa828680
Cesar Valdez|9013
Arnaldo Hernandez|sa828154
Blake Cooper|sa549089
Michael Bowden|4440
Aaron Greenwood|sa829554
Israel Cruz|sa830240
Alexis Rivero|sa735860
Timothy Adleman|sa549677
Kevin Herget|sa738986
Wendolyn Bautista|sa737042
RJ Peace|sa875615
Griffin Glaude|sa876811
Steven Brault|sa737937
Danny Burawa|11397
Ray Black|sa579473
Jalen Williams|sa738150
Nate Abel|sa876807
Clario Perez|sa507214
Trevor Oaks|sa829144
Pedro Beato|1330
Kyle Fischer|sa829490
Daniel Zamora|sa658641
Justin Steele|sa828960
Jhonleider Salinas|sa873497
Dakota Chalmers|sa875017
Sean Nolin|11341
Kevin Ferrera|sa597439
Brailyn Duran|sa657406
Oskerfly Sanchez|sa871494
Mark Montgomery|sa598328
Colton Murray|12264
Austin Gomber|sa827376
John Lamb|8493
Daris Vargas|sa658083
Jason Forjet|sa658835
Argeny Hiciano|sa838071
Johnny Barbato|sa548328
Paul Oseguera|sa327755
Isaac Sanchez|sa552222
Cristian Castillo|sa872742
Jake Kalish|sa709032
Warner Duran|sa873775
Joe Gunkel|sa738176
Andrew Sopko|sa658286
Juan Alvarez|sa828547
Alberto Tirado|sa659315
Paul Fry|sa738159
David Goforth|12166
Pedro Araujo|sa597206
Pablo Ochoa|sa873456
Giovanni Soto|10330
Danny Gutierrez|sa326150
Jacob Rhame|sa737837
Drew Hayes|sa328425
Angel Sanchez|sa596521
Jose Geraldo|sa837791
Dusten Knight|sa738418
Corey Littrell|sa550166
James Gainey|sa658177
Luke Eubank|sa829342
Brett Kennedy|sa875359
Jose Zacarias|sa877026
Leonardo De La Cruz|sa740811
Noel Ovalles|sa873189
Ronnie Shaban|sa577693
Carson Cross|sa709597
Miguelangel Bastidas|sa827214
Josh Hader|sa658473
Alex Farina|sa827441
Ryan Riga|sa827479
Carlos Salazar|sa737688
Kevin Steen|sa829191
Huascar Ynoa|sa873433
Vin Mazzaro|5231
Emilio Vargas|sa736761
Ronald Belisario|2203
Matt Campbell|sa829183
Julio Lugo|sa828896
Hector Moreta|sa876048
Nelmerson Xavier Angela|sa880044
Austin Glorius|sa883131
Blake Parker|5224
Pablo Menchaca|sa329108
Bernardo Ramirez|sa657878
Jose Polonia|sa837662
Bryan Hudson|sa874984
Luis Valdez|sa882196
Wilmer Contreras|sa883124
Greg Smith|3455
Zack Godley|14862
Tanner Banks|sa829193
Joe Filomeno|sa709552
Carlos Gonzalez|sa599217
Ryan Harris|sa602405
Jesus Garcia|sa656847
Boanerges Nova|sa737470
Cory Gearrin|7947
JC Ramirez|8302
Edubray Ramos|sa546466
Christopher Powell|sa876337
Dario Agrazal|sa737059
Peter Tago|sa548162
Dalbert Siri|sa873148
Eddy Valdez|sa202544
Nick Vander Tuig|sa550096
Aneury Olivo|sa657516
Jason Laguna|sa828594
Tim Stauffer|6432
Chaz Hebert|sa599381
Evan Phillips|sa658921
Miguel Urena|sa737019
Mike Clevinger|sa597956
Jonathan Torres|sa657559
Hildemaro Requena|sa832269
Geoff Broussard|sa658572
Luke Westphal|sa869541
Franco Terrero|sa828421
Roberto Medina|sa877818
Matt Marksberry|15089
Matt Brazis|sa577669
Tim Cooney|13762
Wesley Parsons|sa736026
Jeff Urlaub|sa549814
Yonathan Gonzalez|sa737010
Shea Spitzbarth|sa873695
Yonathan Ramirez|sa830645
Bryan Brickhouse|sa597825
Brandon Snyder|sa877331
Alex Henson|sa877824
Jhondaniel Medina|sa550551
Tyler Melling|sa599701
Nick Neumann|sa829585
Luke Leftwich|sa857567
Toller Boardman|sa875348
Daniel Tillman|sa526950
Archie Bradley|12918
Jake Johnson|sa875659
Cameron Gann|sa875845
Robert Zarate|sa471754
Lazaro Leyva|sa879304
Carl Edwards Jr.|13607
Gerson Bautista|sa732755
Kyle Mcmyne|sa577706
Aaron West|sa658305
Roman Mendez|10307
C.J. Riefenhauser|11193
Cam Bedrosian|13360
Cristofer Melendez|sa873429
Ediberto Encarnacion|sa878649
Logan Darnell|11261
Blake Bivens|sa828880
Pierce Johnson|sa501771
Tyler Gilbert|sa875068
Guadalupe Chavez|sa872819
Felix Jorge|sa597424
Logan Longwith|sa875267
Wyatt Strahan|sa599334
CJ Robinson|sa737907
Carlos Diaz|sa692505
Carlos Navas|sa550615
Jean Rodriguez|sa830620
Seth Davis|sa875988
Will Shepley|sa876073
Junior Garcia|sa877854
Grant Balfour|718
Juan De Jesus|sa883770
Juan Minaya|sa503614
Branden Pinder|12093
Ryan Mcneil|sa657941
Phillip Valdez|sa506127
Chase Mullins|sa877875
David Paulino|sa601330
Arturo Mujica|sa829081
James Pugliese|sa598816
Roniel Raudes|sa872825
Kuehl Mceachern|sa829752
Fernando Rodriguez|7558
Michael Kirkman|9877
Steven De La Cruz|sa831915
Jake Simon|sa875558
Michael Vinson|sa875409
Chase Johnson|sa549740
Pat Dean|sa548253
Miguel Castro|15684
Kevin Gausman|14107
Jean Batista|sa551965
Bennett Parry|sa599520
Mark Peterson|sa659558
Jonathan Brubaker|sa875176
Antonio Romero|sa858133
William Headean|sa875618
Blake Rogers|sa876290
Tanner Anderson|sa875262
Wilfri Aleton|sa737093
Alfredo Mena|sa828744
Michael Feliz|11903
Henry Martinez|sa828216
Jonathan Escudero|sa546457
Justin Germano|1938
Rich Hill|4806
Daniel Pilar|sa735828
Yhonathan Barrios|11166
Carlos Bustamante|sa654744
Oscar De La Cruz|sa737037
Layne Somsen|sa738315
Joe Kelly|9761
Jency Solis|sa550724
Robert Guilamo|sa828452
Jack Flaherty|sa828681
Adalberto Mejia|sa596976
Clay Rapada|4831
Justin Brantley|sa829414
Kyle Hunter|sa550211
Sam Wolff|sa503437
Ryan Mattheus|7169
Seth Lintz|sa454427
Sixto Torres|sa875741
Luis Rodriguez|sa876162
Andrew Mckirahan|12870
Julio Vivas|sa596284
Matt Heidenreich|sa501303
Clayton Blackburn|sa598302
Christopher Crisostomo|sa657880
Logan Boyd|sa875769
Nefi Ogando|12253
Jason Gurka|8007
David Roseboom|sa550321
Kevin Brown|sa875315
Jordan Desguin|sa876259
Melvin Ovalles|sa828289
Manuel Rodriguez|sa833402
Gabe Speier|sa738213
Ryley Maceachern|sa738713
Rocky Harmening|sa875844
Alejandro Castro|sa878067
Sam Moll|sa709023
Jeffrey Inman|sa328057
Iden Nazario|sa545221
Jose Berrios|sa657852
Jasvir Rakkar|sa658674
Mayckol Guaipe|11663
Silvestre Berroa|sa872460
Adrian Ramirez|sa502235
Eddy Morrobel|sa548001
James Stokes|sa579537
Alberto Casanas|sa659739
Caleb Beech|sa829077
Alejandro De La Rosa|sa873448
Leo Rosales|5618
Miguel Aguilar|sa877827
Yennsy Diaz|sa873331
Jeremy Bleich|sa454413
Rene Coss|sa509041
Chris Plitt|sa876443
Ramon Benjamin|sa393218
Denyi Reyes|sa872864
Ricardo Gomez|sa212426
Lianmy Galan|sa828354
Henry Hirsch|sa738275
Steve Hathaway|sa621656
Blake Smith|sa500814
Robert Gsellman|sa599041
Jake Drehoff|sa737910
Tyler Ihrig|sa738252
Sam Gibbons|sa659495
Benjamin Bracewell|sa837103
Gerson Moreno|sa736656
Mark Malave|sa657427
Ping-Hsueh Chen|sa830499
Kevin Gregg|1793
Jacob Schlesener|sa875595
Juan Jaime|6127
Rick Porcello|2717
Jose Fuentes|sa656017
Frank Batista|sa506678
Leonel Campos|12277
Toru Murata|11652
Nick Martinez|12730
Brian Broderick|3773
Nabil Crismatt|sa657397
Tejay Antone|sa658534
T.J. Mcfarland|3237
Jim Miller|7458
Brandon Leibrandt|sa602915
John Sever|sa829281
Jacob Barnes|sa579271
Sam Runion|sa390308
Frank Garces|13144
Cody Davis|sa605405
Caleb Frare|sa658179
Matt Hall|sa857601
Brady Lail|sa658405
Ashur Tolliver|sa501453
Conor Mullee|sa549717
Austin Voth|sa621465
Aaron Blair|sa549491
Kyle Kraus|sa621633
Lachlan Madden|sa828524
Jacob Mcdavid|sa876190
Andrew Chin|sa597887
Andrew Vasquez|sa602686
Marco Reyes|sa732736
Breckin Williams|sa875020
Jake Shull|sa875585
Ivan Santana|sa875876
Luis Gonzalez|sa878253
Seth Varner|sa829168
Joshua Conway|sa503412
Alex Claudio|12890
Sean Mclaughlin|sa659266
Derek Beasley|sa829525
Mark Lamm|sa545076
Benton Moss|sa829290
Jerry Vasto|sa829502
Nate Fury|sa829740
Hector Figueroa|sa873724
Conor Lillis-White|sa876096
Thomas Dorminy|sa829160
Andre Rienzo|3507
Chris Jones|sa392067
Wladimir Marruffo|sa656039
Ulises Joaquin|sa597845
Jackson Lowery|sa878607
Jordan Montgomery|sa828875
Brett Bochy|11867
Arnold Leon|5595
Ryan Sherriff|sa549863
Carlos Contreras|10386
Ryan Garton|sa658983
Carlos Pimentel|sa393262
Taylor Jordan|10466
Scott Copeland|10706
Nick Wittgren|sa621793
Jordan Delorenzo|sa827452
Jio Orozco|sa875701
Matt Walker|sa876264
Bryan Harper|sa549768
Nate Adcock|3282
John Holdzkom|9392
Collin Wiles|sa657869
Genison Reyes|sa599580
Matt Taylor|sa503776
El'Hajj Muhammad|sa550244
Kraig Sitton|sa501975
Brad Goldberg|sa579754
Cameron Varga|sa828697
Jesus Tinoco|sa657723
Dan Barnes|sa549713
Angel Yepez|sa735852
Jonah Wesely|sa737935
Conor Krauss|sa829273
Phil Klein|12675
Dari Lopez|sa872749
Sean Manaea|sa709610
Roel Ramirez|sa737902
Ricardo Pinto|sa656014
Jackson Stephens|sa658342
Gregorio Sequera|sa876537
Jose Suarez|sa872545
Frankie Montas|14309
Benjamin Griset|sa550008
Nicolo Clemente|sa872857
Jesus Heredia|sa657237
Adonis Medina|sa832877
Chad Jenkins|10326
Eduardo Rodriguez|13164
Bradley Roney|sa598926
Tony Zych|12876
Albert Suarez|sa455792
Bobby Lafromboise|7758
Adam Miller|sa738543
Seth Simmons|sa598797
Jordan Foley|sa599323
Dinelson Lamet|sa843182
Jose De Leon|sa738334
Spencer Adams|sa828687
Harrison Musgrave|sa738519
Dan Winkler|12237
Dario Alvarez|14239
Jorge De La Rosa|2047
Hernan Iribarren|4177
Mike Mccoy|4583
Maikel Cleto|5529
J.C. Romero|754
Dan Jennings|8073
Daniel Schlereth|8739
TJ House|9121
Ray Chang|sa295642
Brenden Webb|sa502672
Leonardo Reginatto|sa504970
Nelson Gonzalez|sa506311
Ricardo Rodriguez|sa597435
Joe Rogers|sa621664
Jose Hernandez|sa651300
Jonathan Hernandez|sa737482
Eriberto Percel|sa739466
Jonathan Minier|sa740611
Orestes Melendez|sa827216
Julio Benitez|sa827972
Jorge Mancebo|sa829917
Alfredo Colorado|sa830006
Alejandro Rodriguez|sa832272
Moises Gomez|sa832779
Jerry Keel|sa856543
Max Almonte|sa875691
Nick Vespi|sa875778
Kerwin Nieves|sa879108
Elby Cooper|sa881092
Nichel Alcantara|sa881619
Drew Steckenrider|sa621408
Robert Orlan|sa503562
Ryan Thompson|sa829336
James Duff|sa829255
Neil Ramirez|7677
Chris Devenski|sa599312
Spencer Turnbull|sa827481
Justin Jackson|sa389926
Yosmer Solorzano|sa877527
Alec Mills|sa658528
Justin Wright|sa526239
Jean Ruiz|sa828536
Rob Huber|sa829419
Robert Severino|sa828426
Sergio Suarez|sa828486
Madison Younginer|sa501522
Alexander Muren|sa658181
 |sa627188
Ryan Cook|sa876808
Jeff Hoffman|sa709602
Diego Castillo|sa822882
Grayson Jones|sa829335
Shane Dawson|sa658332
Jose Diaz|sa873337
Randy Leblanc|sa549258
Buddy Baumann|sa501507
Oneiver Diaz|sa828895
Nick Vincent|7555
Trent Daniel|sa599255
Ofreidy Gomez|sa737451
Jonathan Aro|14699
Yi-Hsiang Lin|sa659494
Victor Mueses|sa828562
Andrew Godail|sa875818
Ryne Stanek|sa548245
Tyler Spurlin|sa739833
Daniel Rodriguez|sa509281
Yosshel Hurtado|sa829111
Montreal Robertson|sa598657
Jose Veras|sa737362
Ricky Knapp|sa550202
Adam Cimber|sa737888
Jervis Torrealba|sa657774
Luis Cedeno|sa659945
Jeffrey Rosa|sa873301
Tayron Guerrero|sa551046
Raul Barron|sa328471
Luke Curtis|sa829243
Eduardo Rivera|sa597029
Jhoanbert Cedeno|sa871746
LJ Brewster|sa875329
Ryan Castellanos|sa658967
Luis Colmenares|sa872827
Jorge Alcala|sa873325
Brandon Koch|sa875026
Joshua Hodges|sa501515
Randy Rosario|sa597117
Yonardo Herdenez|sa737092
Gabriel Henry|sa747032
Jesus Linares|sa832333
Joseph Palumbo|sa738453
Matz Schutte|sa877738
Leybi Martinez|sa740882
Starlyn Taveras|sa828310
Joey Strain|sa856185
John Omahen|sa598616
Wilfredo Boscan|sa455657
Dustin Antolin|sa454888
Tim Mayza|sa708779
Thomas Shirley|sa548448
Luke Farrell|sa621674
Adonis Uceta|sa737486
Matt Bower|sa875356
Ryan Clark|sa875057
James Reeves|sa875266
John Gant|sa599212
Danny Farquhar|8501
Aaron Cox|sa875803
Jordan Guerrero|sa658262
Jacob Evans|sa857606
Yender Caramo|sa597233
Adonis Guillen|sa737454
Cesar Vargas|sa507176
John Simms|sa550088
Tommy Thorpe|sa829121
Marco Duarte|sa393279
Jose Ascanio|3951
Myles Smith|sa658284
David Hill|sa658377
Travis Hissong|sa830119
Joey Donino|sa877341
Carlos Santana|sa877611
Joan Gregorio|sa547815
Tyler Skulina|sa550279
Angel Ventura|sa597505
Gian Rizzo|sa597186
Jon Velasquez|sa496300
Mark Leiter|sa738283
Ramon Espinosa|sa737333
Austin Pruitt|sa737920
Andrew Case|sa829881
Tyler Badamo|sa829504
Scott Sitz|sa738412
Troy Marks|sa578880
Brandon Poulson|sa840008
Casey Weathers|sa327842
Oscar Villarreal|1654
Matt Portland|sa875751
Edwin German|sa873304
Jorge Rodriguez|sa657712
Ben Taylor|sa875189
Ryan Eades|sa549448
Armando Rodriguez|sa503637
Juan Valdez|sa737354
Alejandro Arteaga|sa602272
Paul Blackburn|sa657872
Spencer Moran|sa829020
Jason Richman|sa857658
Lance Thonvold|sa857690
Andrew Elliot|sa876045
Sean O'Sullivan|9137
John Feliz|sa737049
Emerson Nelo|sa828221
Seth Webster|sa871452
Bryan Mitchell|11479
Elieser Hernandez|sa658203
Jason Zgardowski|sa841347
Josh Smoker|sa389911
Bud Jeter|sa738369
Zach Phillips|99
Cesar Ventura|sa828214
Orby Tavares|sa830229
Chris Pike|sa829177
Junior Guerra|5702
Angel Castro|3243
Blair Walters|sa598185
Pablo Lopez|sa736473
Sasha Kuebel|sa709603
Grant Holmes|sa828669
Tyler Lyons|11334
Peter Fairbanks|sa827454
Kelly Secrest|sa829156
Peter Moylan|4891
Merkis Montero|sa740135
Orangel Lopez|sa873290
Justin Marsden|sa875330
Dustin Hurlbutt|sa875683
Samuel Coonrod|sa827483
Marcus Hatley|4002
Joe Colon|sa501660
Phillippe Aumont|5362
Nicholas Baker|sa550217
Ramon Taveras|sa830639
Jaret Hellinger|sa875255
Ramon Laguerre|sa828723
Chris Beck|13418
Jon Moscot|13849
Christopher Thomas|sa659320
Alvin Herrera|sa597277
Randy Acevedo|sa873299
Jesus Pirela|sa504880
Eric Stout|sa829070
A.J. Cole|11467
Benino Pruneda|sa401631
Nolan Becker|sa658169
Kaleb Earls|sa829064
Lucas Giolito|sa657908
Matt Moore|1890
Esmeiro Del Valle|sa735864
Juan Santos|sa738956
Brett Lee|sa503344
Jose Lopez|sa709715
Argenis Blanco|sa737195
Armando Rivero|sa739701
Tyler Sturdevant|sa502327
Jose Leidenz|sa827573
Trevor Megill|sa828803
Dovydas Neverauskas|sa549722
Ali Pantoja|sa873194
Henry Owens|13143
Ryan Cook|8855
Lucas Shearrow|sa830421
William Cuevas|sa506245
Casey Delgado|sa872243
Lucas Lanphere|sa738712
Genesis Cabrera|sa828534
Dylan Craig|sa829036
Mike Soroka|sa874715
Brent Honeywell|sa828706
Shawn Morimando|sa599725
Andrew Robinson|sa549091
Jordan Jankowski|sa658942
Matt Lujan|sa526820
Andrew Leenhouts|sa577975
David Hurlbut|sa503067
Chris Martin|11847
Gregory Infante|9119
Michael Santos|sa736667
Armando Bastardo|sa656035
Joe Claver|sa830343
Boomer Biegalski|sa873983
Michael Rivera|sa875862
Drayton Riekenberg|sa876272
Charles Owen|sa875794
Sergio Santos|4734
Ryan Borucki|sa658266
Casey Janssen|7355
Chris Volstad|9901
Jose Mujica|sa739763
Jordan Johnson|sa602658
Tyrell Jenkins|sa548158
Seth Lucio|sa829041
Chad Bettis|10587
Edgar Santana|sa830146
Enrique Chavez|sa835957
Beck Wheeler|sa578922
Brandon Huez|sa824921
Michael Costello|sa827371
Andres Avila|sa541874
Ethan Elias|sa599224
Mickey Jannis|sa550198
Luis Castillo|sa657487
Jimmy Herget|sa658965
Jerad Mccrummen|sa738253
Matt Koch|sa503235
Kohl Stewart|sa737436
Mark Armstrong|sa737689
David Martinez|8893
Jacob Newberry|sa738170
Yacksel Rios|sa599007
Rafael Martin|10258
David Perez|sa548117
Liarvis Breto|sa656021
Jordan Mills|sa738394
Austin Mason|sa875720
Kyle Schepel|sa731235
James Shepherd|sa602595
Jhoulys Chacin|2608
Dakota Bacus|sa658132
Raymundo Montero|sa507006
Stephen Peterson|sa599402
Sandy Alcantara|sa828383
Francisco Rodriguez|6688
Ashton Goudeau|sa658634
Miguel Nunez|sa547827
Prebito Reyes|sa828194
Xavier Altamirano|sa875865
Chih-Wei Hu|sa739600
Nick Lee|sa550027
Yelfri Munoz|sa828298
Salvador Justo|sa737459
Elniery Garcia|sa684104
Nick Cunningham|sa738551
Will Mathis|sa738357
Dillon Mcnamara|sa738389
Nolan Riggs|sa840024
Luis Alecis|sa873163
Freicer Perez|sa873207
Oscar Rivera|sa377670
Gregory Soto|sa737262
Bradin Hagens|7422
Mauricio Llovera|sa871671
Keury Mella|sa657486
Jeff Soptic|sa503518
Jorge Rodriguez|sa828580
Matt Stalcup|sa737923
Brian Moran|sa501495
Adenson Verastegui|sa655955
Casey Mulholland|sa857603
Justin Verlander|8700
Claudio Merilan|sa657677
Tyler Wilson|12691
Jose Molina|sa504083
Matt Milroy|sa503072
Zach Quintana|sa657970
Ethan Martin|3877
Dustin Molleken|sa226312
Denny Bautista|1947
Pat Misch|5909
Jhoan Duran|sa873347
Brandon Barker|sa829237
Moises Nova|sa873434
Caleb Smith|sa829209
Jared Robinson|sa829022
Leovanny Rodriguez|sa878421
Shaun Marcum|6204
Carlos Herrera|sa873309
Javier Palacios|sa597688
Wuilder Rodriguez|sa873731
Samuel Pastrone|sa875758
Esmerling De La Rosa|sa550547
Daniel Coulombe|13293
Madison Boer|sa580423
Cody Reed|sa828694
Chin-Hui Tsao|1776
Nelson Acosta|sa828578
Sam Mcwilliams|sa829124
Nestor Bautista|sa829590
Trent Thornton|sa857695
Zac Grotz|sa875881
Ty Jackson|sa876086
Matt Carasiti|sa503086
Julio Eusebio|sa829929
Leurys De La Rosa|sa657136
Austin Adams|sa658119
Jayson Aquino|sa550591
Chris O'Grady|sa658155
Felipe Gonzalez|sa512503
Chris Huffman|sa709509
Dakota Dill|sa738476
Jose Batista|sa737251
C.K. Irby|sa708971
Franklyn Kilome|sa830592
John Sheehan|sa832999
Luis Carrasco|sa827249
Fauris Guerrero|sa877605
Kyle Crick|sa597770
Daniel Gonzalez|sa737056
Cole Johnson|sa526274
Chris Lee|sa550044
Myles Jaye|sa549275
Rafael Pineda|sa658959
Seth Rosin|10606
Renaldo Hoyos|sa657693
Joe Shaw|sa658941
Joshua Turley|sa503159
Kris Hall|sa658114
Zach Davies|13183
Josh Degraaf|sa876067
Tyler Burden|sa875257
Eric Stults|8011
Kyle Davies|3642
Jesus Camargo|sa841386
Luis Rosario|sa827956
Jhon Morban|sa737239
Dailyn Martinez|sa658075
Luis Paula|sa827469
Scooter Hightower|sa875703
Sugar Ray Marimon|6027
Ramon Ramirez|7986
Starlyng Sanchez|sa745013
Edgar Garcia|sa830494
Jose Rodriguez|sa872830
Brian Sousa|sa873465
Joel De La Cruz|sa329081
Mark Hamburger|5329
Jose Fernandez|sa659789
Christopher De Leon|sa550672
Justus Sheffield|sa828678
Jose Valdez|14470
Ryan Doolittle|sa454858
Edgardo Leon|sa828443
Christopher Comito|sa875632
Trevor Foss|sa738304
Eric Yardley|sa744476
Eury De La Rosa|4055
Zachary Nuding|sa503167
Aaron Wilkerson|sa834395
Igol Feliz|sa600288
Hector Noesi|3292
Jose De La Torre|787
Anthony Banda|sa599510
Cesar Medina|sa659589
Reinaldo Lopez|sa505006
Richard Vargas|sa506636
Nicolas Heredia|sa733608
Yoely Bello|sa550536
Bryan Evans|sa455162
Abel Amaya|sa731460
Angel Vasquez|sa828444
Alex Bisacca|sa876208
Benjamin Sandoval|sa545115
Alejandro Chacin|sa546496
Steve Janas|sa737861
Patrick Schuster|sa501734
Irving Dominguez|sa691190
Tyler Brosius|sa738719
Santiago Rodriguez|sa828225
Maikor Mora|sa875978
Donn Roach|10620
Drew Hasler|sa876131
Marcos Encarnacion|sa828260
Hector Rodriguez|sa737448
Franderlin Romero|sa546503
Brett Lilek|sa659053
Hector Hernandez|sa501640
Dereck Rodriguez|sa597982
Jose Hernandez|sa879512
Aaron Slegers|sa737811
Anthony Ortega|6745
Algenis Soto|sa739774
Juan Arias|sa872454
Daniel Slania|sa550172
Ranfi Casimiro|sa603017
Brandon Thomas|sa829521
Luis De Los Santos|sa873752
Rob Whalen|sa658189
Sebastian Vader|sa549374
Audry German|sa597273
Jhon De Jesus|sa877525
